Date,strategy,region,weight
2005-01-11,polynomial,CH,0.036171671381341
2005-01-11,polynomial,EU,0.3502845767051924
2005-01-11,polynomial,JP,0.02
2005-01-11,polynomial,UK,0.18029880142009802
2005-01-11,polynomial,US,0.41324495049336796
2005-01-12,equal_weight,CH,0.04
2005-01-12,equal_weight,EU,0.36
2005-01-12,equal_weight,JP,0.08
2005-01-12,equal_weight,UK,0.2
2005-01-12,equal_weight,US,0.32
2005-01-12,gaussian,CH,0.0366780741050623
2005-01-12,gaussian,EU,0.3262171871587094
2005-01-12,gaussian,JP,0.09980405184704691
2005-01-12,gaussian,UK,0.2031253761471724
2005-01-12,gaussian,US,0.3341753107420078
2005-01-12,linear,CH,0.0353159024766265
2005-01-12,linear,EU,0.3345128914151975
2005-01-12,linear,JP,0.0977280277599618
2005-01-12,linear,UK,0.201673849052664
2005-01-12,linear,US,0.330769329295549
2005-01-12,polynomial,CH,0.07
2005-01-12,polynomial,EU,0.38821258531011504
2005-01-12,polynomial,JP,0.0490124550931303
2005-01-12,polynomial,UK,0.19465111929529383
2005-01-12,polynomial,US,0.29812384030146033
2005-01-13,equal_weight,CH,0.04
2005-01-13,equal_weight,EU,0.36
2005-01-13,equal_weight,JP,0.08
2005-01-13,equal_weight,UK,0.2
2005-01-13,equal_weight,US,0.32
2005-01-13,gaussian,CH,0.0536665426597131
2005-01-13,gaussian,EU,0.2836433900589445
2005-01-13,gaussian,JP,0.0718288305265263
2005-01-13,gaussian,UK,0.2102255963106196
2005-01-13,gaussian,US,0.3806356404441955
2005-01-13,linear,CH,0.0508341981023536
2005-01-13,linear,EU,0.3035960696624669
2005-01-13,linear,JP,0.0687210897000814
2005-01-13,linear,UK,0.2059876713557217
2005-01-13,linear,US,0.3708609711793754
2005-01-13,polynomial,CH,0.0368531936656874
2005-01-13,polynomial,EU,0.3034325735966479
2005-01-13,polynomial,JP,0.09251407812116069
2005-01-13,polynomial,UK,0.25842775152444053
2005-01-13,polynomial,US,0.308772403092063
2005-01-14,equal_weight,CH,0.04
2005-01-14,equal_weight,EU,0.36
2005-01-14,equal_weight,JP,0.08
2005-01-14,equal_weight,UK,0.2
2005-01-14,equal_weight,US,0.32
2005-01-14,gaussian,CH,0.0407130731596655
2005-01-14,gaussian,EU,0.356452241110658
2005-01-14,gaussian,JP,0.08105026963358411
2005-01-14,gaussian,UK,0.2058204610898327
2005-01-14,gaussian,US,0.3159639550062588
2005-01-14,linear,CH,0.0362669631578011
2005-01-14,linear,EU,0.4005747027783405
2005-01-14,linear,JP,0.0687501439396279
2005-01-14,linear,UK,0.2104817060445611
2005-01-14,linear,US,0.2839264840796682
2005-01-14,polynomial,CH,0.07
2005-01-14,polynomial,EU,0.2682886316047409
2005-01-14,polynomial,JP,0.0215854166781885
2005-01-14,polynomial,UK,0.2256377017698612
2005-01-14,polynomial,US,0.414488249947209
2005-01-15,equal_weight,CH,0.04
2005-01-15,equal_weight,EU,0.36
2005-01-15,equal_weight,JP,0.08
2005-01-15,equal_weight,UK,0.2
2005-01-15,equal_weight,US,0.32
2005-01-16,equal_weight,CH,0.04
2005-01-16,equal_weight,EU,0.36
2005-01-16,equal_weight,JP,0.08
2005-01-16,equal_weight,UK,0.2
2005-01-16,equal_weight,US,0.32
2005-01-17,equal_weight,CH,0.0403017255132527
2005-01-17,equal_weight,EU,0.3610598617822827
2005-01-17,equal_weight,JP,0.0794772592585338
2005-01-17,equal_weight,UK,0.1996705329003287
2005-01-17,equal_weight,US,0.3194906205456008
2005-01-17,gaussian,CH,0.0412498738388571
2005-01-17,gaussian,EU,0.3725546287982351
2005-01-17,gaussian,JP,0.0797580095308287
2005-01-17,gaussian,UK,0.2049516651153696
2005-01-17,gaussian,US,0.3014858227167084
2005-01-17,linear,CH,0.0392264458733064
2005-01-17,linear,EU,0.3450506008968305
2005-01-17,linear,JP,0.09206700276140489
2005-01-17,linear,UK,0.2330672674368405
2005-01-17,linear,US,0.29058868303161667
2005-01-17,polynomial,CH,0.01
2005-01-17,polynomial,EU,0.22350658004246382
2005-01-17,polynomial,JP,0.06304347737977581
2005-01-17,polynomial,UK,0.1671651971717344
2005-01-17,polynomial,US,0.5362847454060252
2005-01-18,equal_weight,CH,0.0398108978334885
2005-01-18,equal_weight,EU,0.3582980805013965
2005-01-18,equal_weight,JP,0.079621795666977
2005-01-18,equal_weight,UK,0.1990544891674425
2005-01-18,equal_weight,US,0.3232147368306937
2005-01-18,gaussian,CH,0.0416670045402668
2005-01-18,gaussian,EU,0.41835402934587107
2005-01-18,gaussian,JP,0.0770509368571439
2005-01-18,gaussian,UK,0.2256042866421218
2005-01-18,gaussian,US,0.2373237426145957
2005-01-18,linear,CH,0.0380135048055842
2005-01-18,linear,EU,0.3815533743081951
2005-01-18,linear,JP,0.07056315679493591
2005-01-18,linear,UK,0.20599529710643188
2005-01-18,linear,US,0.303874666984852
2005-01-18,polynomial,CH,0.0699240597649779
2005-01-18,polynomial,EU,0.4762837628691462
2005-01-18,polynomial,JP,0.0821884806785895
2005-01-18,polynomial,UK,0.28512422048841
2005-01-18,polynomial,US,0.0864794761988755
2005-01-19,equal_weight,CH,0.04
2005-01-19,equal_weight,EU,0.36
2005-01-19,equal_weight,JP,0.08
2005-01-19,equal_weight,UK,0.2
2005-01-19,equal_weight,US,0.32
2005-01-19,gaussian,CH,0.0190525305661474
2005-01-19,gaussian,EU,0.3039000288304442
2005-01-19,gaussian,JP,0.1189990772701273
2005-01-19,gaussian,UK,0.13792501350406622
2005-01-19,gaussian,US,0.4201233498292138
2005-01-19,linear,CH,0.0336084502162939
2005-01-19,linear,EU,0.3178234182664784
2005-01-19,linear,JP,0.1026509038784153
2005-01-19,linear,UK,0.1745098245102775
2005-01-19,linear,US,0.3714074031285337
2005-01-19,polynomial,CH,0.01
2005-01-19,polynomial,EU,0.3086477950167679
2005-01-19,polynomial,JP,0.1371245833182601
2005-01-19,polynomial,UK,0.1137528349284919
2005-01-19,polynomial,US,0.4304747867364793
2005-01-20,equal_weight,CH,0.04
2005-01-20,equal_weight,EU,0.36
2005-01-20,equal_weight,JP,0.08
2005-01-20,equal_weight,UK,0.2
2005-01-20,equal_weight,US,0.32
2005-01-20,gaussian,CH,0.0305375827175864
2005-01-20,gaussian,EU,0.452976905888421
2005-01-20,gaussian,JP,0.096159201092865
2005-01-20,gaussian,UK,0.1029883298791537
2005-01-20,gaussian,US,0.3173379804219727
2005-01-20,linear,CH,0.0341550273963829
2005-01-20,linear,EU,0.4177695750738271
2005-01-20,linear,JP,0.0847929067421458
2005-01-20,linear,UK,0.1497582035773059
2005-01-20,linear,US,0.3135242872103372
2005-01-20,polynomial,CH,0.0278442021436096
2005-01-20,polynomial,EU,0.4573171874887699
2005-01-20,polynomial,JP,0.086076213618002
2005-01-20,polynomial,UK,0.1564261527677516
2005-01-20,polynomial,US,0.2723362439818659
2005-01-21,equal_weight,CH,0.04
2005-01-21,equal_weight,EU,0.36
2005-01-21,equal_weight,JP,0.08
2005-01-21,equal_weight,UK,0.2
2005-01-21,equal_weight,US,0.32
2005-01-21,gaussian,CH,0.0365939483324248
2005-01-21,gaussian,EU,0.3408346852064154
2005-01-21,gaussian,JP,0.076092013252127
2005-01-21,gaussian,UK,0.18530885950749282
2005-01-21,gaussian,US,0.361170493701539
2005-01-21,linear,CH,0.0357769834201797
2005-01-21,linear,EU,0.334054756942177
2005-01-21,linear,JP,0.07408658724569839
2005-01-21,linear,UK,0.1877954193818785
2005-01-21,linear,US,0.3682862530100655
2005-01-21,polynomial,CH,0.0259447672118795
2005-01-21,polynomial,EU,0.38772647111001624
2005-01-21,polynomial,JP,0.0890790818503496
2005-01-21,polynomial,UK,0.19328154482876742
2005-01-21,polynomial,US,0.3039681349989866
2005-01-22,equal_weight,CH,0.04
2005-01-22,equal_weight,EU,0.36
2005-01-22,equal_weight,JP,0.08
2005-01-22,equal_weight,UK,0.2
2005-01-22,equal_weight,US,0.32
2005-01-23,equal_weight,CH,0.04
2005-01-23,equal_weight,EU,0.36
2005-01-23,equal_weight,JP,0.08
2005-01-23,equal_weight,UK,0.2
2005-01-23,equal_weight,US,0.32
2005-01-24,equal_weight,CH,0.0398963855644011
2005-01-24,equal_weight,EU,0.3588466676450392
2005-01-24,equal_weight,JP,0.0823302938127693
2005-01-24,equal_weight,UK,0.199307218543728
2005-01-24,equal_weight,US,0.3196194344340612
2005-01-24,gaussian,CH,0.0405899537710954
2005-01-24,gaussian,EU,0.3724342009910316
2005-01-24,gaussian,JP,0.0467573586611629
2005-01-24,gaussian,UK,0.2164979664880723
2005-01-24,gaussian,US,0.3237205200886367
2005-01-24,linear,CH,0.039067243761655
2005-01-24,linear,EU,0.3670622984075886
2005-01-24,linear,JP,0.0701528811101717
2005-01-24,linear,UK,0.2112064715569558
2005-01-24,linear,US,0.3125111051636277
2005-01-24,polynomial,CH,0.0550894519632521
2005-01-24,polynomial,EU,0.4184320434753884
2005-01-24,polynomial,JP,0.02
2005-01-24,polynomial,UK,0.2056328841334228
2005-01-24,polynomial,US,0.3008456204279356
2005-01-25,equal_weight,CH,0.04
2005-01-25,equal_weight,EU,0.36
2005-01-25,equal_weight,JP,0.08
2005-01-25,equal_weight,UK,0.2
2005-01-25,equal_weight,US,0.32
2005-01-25,gaussian,CH,0.0438970242509713
2005-01-25,gaussian,EU,0.3696697960724658
2005-01-25,gaussian,JP,0.0828014211031654
2005-01-25,gaussian,UK,0.1792855105031269
2005-01-25,gaussian,US,0.3243462480702695
2005-01-25,linear,CH,0.0417976863809736
2005-01-25,linear,EU,0.3505770624959552
2005-01-25,linear,JP,0.09190380452947561
2005-01-25,linear,UK,0.2048760270169683
2005-01-25,linear,US,0.31084541957662637
2005-01-25,polynomial,CH,0.0660496394187482
2005-01-25,polynomial,EU,0.42297349682582397
2005-01-25,polynomial,JP,0.08
2005-01-25,polynomial,UK,0.18136256188136582
2005-01-25,polynomial,US,0.24961430187406147
2005-01-26,equal_weight,CH,0.04
2005-01-26,equal_weight,EU,0.36
2005-01-26,equal_weight,JP,0.08
2005-01-26,equal_weight,UK,0.2
2005-01-26,equal_weight,US,0.32
2005-01-26,gaussian,CH,0.0435338939577947
2005-01-26,gaussian,EU,0.3600445330349977
2005-01-26,gaussian,JP,0.0592366663839179
2005-01-26,gaussian,UK,0.2176797679469811
2005-01-26,gaussian,US,0.3195051386763071
2005-01-26,linear,CH,0.0390775259379991
2005-01-26,linear,EU,0.3492100918272265
2005-01-26,linear,JP,0.0887026802309564
2005-01-26,linear,UK,0.2167150672531387
2005-01-26,linear,US,0.306294634750678
2005-01-26,polynomial,CH,0.01
2005-01-26,polynomial,EU,0.4223723112545226
2005-01-26,polynomial,JP,0.02
2005-01-26,polynomial,UK,0.1553262124155754
2005-01-26,polynomial,US,0.39230147632990187
2005-01-27,equal_weight,CH,0.04
2005-01-27,equal_weight,EU,0.36
2005-01-27,equal_weight,JP,0.08
2005-01-27,equal_weight,UK,0.2
2005-01-27,equal_weight,US,0.32
2005-01-27,gaussian,CH,0.043474089942321
2005-01-27,gaussian,EU,0.3955846629738093
2005-01-27,gaussian,JP,0.0783225760998495
2005-01-27,gaussian,UK,0.136861219204545
2005-01-27,gaussian,US,0.3457574517794744
2005-01-27,linear,CH,0.0397933326044786
2005-01-27,linear,EU,0.3682346304559398
2005-01-27,linear,JP,0.071911835284831
2005-01-27,linear,UK,0.1958848965200558
2005-01-27,linear,US,0.3241753051346936
2005-01-27,polynomial,CH,0.0688580060063252
2005-01-27,polynomial,EU,0.383781664897453
2005-01-27,polynomial,JP,0.1171818614536084
2005-01-27,polynomial,UK,0.11
2005-01-27,polynomial,US,0.3201784676426127
2005-01-28,equal_weight,CH,0.04
2005-01-28,equal_weight,EU,0.36
2005-01-28,equal_weight,JP,0.08
2005-01-28,equal_weight,UK,0.2
2005-01-28,equal_weight,US,0.32
2005-01-28,gaussian,CH,0.0476353310042262
2005-01-28,gaussian,EU,0.36614105645438
2005-01-28,gaussian,JP,0.045708960093278204
2005-01-28,gaussian,UK,0.2361560714366117
2005-01-28,gaussian,US,0.304358581011503
2005-01-28,linear,CH,0.0447399575005078
2005-01-28,linear,EU,0.34867186692296487
2005-01-28,linear,JP,0.0673723271041493
2005-01-28,linear,UK,0.2251512481001565
2005-01-28,linear,US,0.3140646003722203
2005-01-28,polynomial,CH,0.0433484558551192
2005-01-28,polynomial,EU,0.4322927936142869
2005-01-28,polynomial,JP,0.0427679563310884
2005-01-28,polynomial,UK,0.2323467790615087
2005-01-28,polynomial,US,0.2492440151379959
2005-01-29,equal_weight,CH,0.04
2005-01-29,equal_weight,EU,0.36
2005-01-29,equal_weight,JP,0.08
2005-01-29,equal_weight,UK,0.2
2005-01-29,equal_weight,US,0.32
2005-01-30,equal_weight,CH,0.04
2005-01-30,equal_weight,EU,0.36
2005-01-30,equal_weight,JP,0.08
2005-01-30,equal_weight,UK,0.2
2005-01-30,equal_weight,US,0.32
2005-01-31,equal_weight,CH,0.0396320327439531
2005-01-31,equal_weight,EU,0.3596136492533042
2005-01-31,equal_weight,JP,0.0786553136959494
2005-01-31,equal_weight,UK,0.2003347179173766
2005-01-31,equal_weight,US,0.3217642863894153
2005-01-31,gaussian,CH,0.0420370774061597
2005-01-31,gaussian,EU,0.3781078545955764
2005-01-31,gaussian,JP,0.0797799481226949
2005-01-31,gaussian,UK,0.19794977497323318
2005-01-31,gaussian,US,0.3021253449023347
2005-01-31,linear,CH,0.0400353929732831
2005-01-31,linear,EU,0.3553583135591272
2005-01-31,linear,JP,0.0886124572339084
2005-01-31,linear,UK,0.2037629829010864
2005-01-31,linear,US,0.3122308533325938
2005-01-31,polynomial,CH,0.07
2005-01-31,polynomial,EU,0.38260121868201674
2005-01-31,polynomial,JP,0.14
2005-01-31,polynomial,UK,0.2072157582034261
2005-01-31,polynomial,US,0.2001830231145566
2005-02-01,equal_weight,CH,0.04
2005-02-01,equal_weight,EU,0.36
2005-02-01,equal_weight,JP,0.08
2005-02-01,equal_weight,UK,0.2
2005-02-01,equal_weight,US,0.32
2005-02-01,gaussian,CH,0.0448945744568798
2005-02-01,gaussian,EU,0.3794138709939715
2005-02-01,gaussian,JP,0.0823052502397231
2005-02-01,gaussian,UK,0.18778290645119322
2005-02-01,gaussian,US,0.30560339785823143
2005-02-01,linear,CH,0.0409816152436089
2005-02-01,linear,EU,0.360397428593619
2005-02-01,linear,JP,0.0806117807406619
2005-02-01,linear,UK,0.2041820194389597
2005-02-01,linear,US,0.3138271559831494
2005-02-01,polynomial,CH,0.0547520974892899
2005-02-01,polynomial,EU,0.4027919320827558
2005-02-01,polynomial,JP,0.123602509184403
2005-02-01,polynomial,UK,0.1745539348940244
2005-02-01,polynomial,US,0.2442995263495264
2005-02-02,equal_weight,CH,0.04
2005-02-02,equal_weight,EU,0.36
2005-02-02,equal_weight,JP,0.08
2005-02-02,equal_weight,UK,0.2
2005-02-02,equal_weight,US,0.32
2005-02-02,gaussian,CH,0.0375194406618116
2005-02-02,gaussian,EU,0.3476278779860817
2005-02-02,gaussian,JP,0.0556076278764496
2005-02-02,gaussian,UK,0.2220565195323122
2005-02-02,gaussian,US,0.337188533943344
2005-02-02,linear,CH,0.0385211929776416
2005-02-02,linear,EU,0.3601398869152771
2005-02-02,linear,JP,0.07830510864028009
2005-02-02,linear,UK,0.2080614153177481
2005-02-02,linear,US,0.3149723961490518
2005-02-02,polynomial,CH,0.01
2005-02-02,polynomial,EU,0.2976015693847305
2005-02-02,polynomial,JP,0.0541435208851627
2005-02-02,polynomial,UK,0.24175587582439811
2005-02-02,polynomial,US,0.396499033905708
2005-02-03,equal_weight,CH,0.04
2005-02-03,equal_weight,EU,0.36
2005-02-03,equal_weight,JP,0.08
2005-02-03,equal_weight,UK,0.2
2005-02-03,equal_weight,US,0.32
2005-02-03,gaussian,CH,0.0520849019600414
2005-02-03,gaussian,EU,0.3686937969486281
2005-02-03,gaussian,JP,0.13409909587879382
2005-02-03,gaussian,UK,0.1774466500459278
2005-02-03,gaussian,US,0.2676755551666078
2005-02-03,linear,CH,0.0455720636872305
2005-02-03,linear,EU,0.3610372913322218
2005-02-03,linear,JP,0.1269726704412391
2005-02-03,linear,UK,0.185376521488629
2005-02-03,linear,US,0.2810414530506785
2005-02-03,polynomial,CH,0.0600115486138529
2005-02-03,polynomial,EU,0.390938950928922
2005-02-03,polynomial,JP,0.14
2005-02-03,polynomial,UK,0.1687308358354097
2005-02-03,polynomial,US,0.24031866462181412
2005-02-04,equal_weight,CH,0.04
2005-02-04,equal_weight,EU,0.36
2005-02-04,equal_weight,JP,0.08
2005-02-04,equal_weight,UK,0.2
2005-02-04,equal_weight,US,0.32
2005-02-04,gaussian,CH,0.0384937217219099
2005-02-04,gaussian,EU,0.3686934836326543
2005-02-04,gaussian,JP,0.09532336208806269
2005-02-04,gaussian,UK,0.1992430652667066
2005-02-04,gaussian,US,0.2982463672906651
2005-02-04,linear,CH,0.0363379750803171
2005-02-04,linear,EU,0.3677094078357005
2005-02-04,linear,JP,0.10756969554903889
2005-02-04,linear,UK,0.1964859023304305
2005-02-04,linear,US,0.2918970192045122
2005-02-04,polynomial,CH,0.0650645404481602
2005-02-04,polynomial,EU,0.3832851916680323
2005-02-04,polynomial,JP,0.02
2005-02-04,polynomial,UK,0.2870307791663959
2005-02-04,polynomial,US,0.24461948871741132
2005-02-05,equal_weight,CH,0.04
2005-02-05,equal_weight,EU,0.36
2005-02-05,equal_weight,JP,0.08
2005-02-05,equal_weight,UK,0.2
2005-02-05,equal_weight,US,0.32
2005-02-06,equal_weight,CH,0.04
2005-02-06,equal_weight,EU,0.36
2005-02-06,equal_weight,JP,0.08
2005-02-06,equal_weight,UK,0.2
2005-02-06,equal_weight,US,0.32
2005-02-07,equal_weight,CH,0.0397785881017548
2005-02-07,equal_weight,EU,0.3590206111832407
2005-02-07,equal_weight,JP,0.0801897323863794
2005-02-07,equal_weight,UK,0.1998490456725027
2005-02-07,equal_weight,US,0.32116202265612154
2005-02-07,gaussian,CH,0.051316604270929
2005-02-07,gaussian,EU,0.3809457162613886
2005-02-07,gaussian,JP,0.0563895398000194
2005-02-07,gaussian,UK,0.2025385720849598
2005-02-07,gaussian,US,0.3088095675827025
2005-02-07,linear,CH,0.0489582672618753
2005-02-07,linear,EU,0.38077178277752033
2005-02-07,linear,JP,0.060477773099475704
2005-02-07,linear,UK,0.2090564333353708
2005-02-07,linear,US,0.3007357435257567
2005-02-07,polynomial,CH,0.0520398405949666
2005-02-07,polynomial,EU,0.4154104707278704
2005-02-07,polynomial,JP,0.0634449566119955
2005-02-07,polynomial,UK,0.22864748489083261
2005-02-07,polynomial,US,0.2404572471743343
2005-02-08,equal_weight,CH,0.04
2005-02-08,equal_weight,EU,0.36
2005-02-08,equal_weight,JP,0.08
2005-02-08,equal_weight,UK,0.2
2005-02-08,equal_weight,US,0.32
2005-02-08,gaussian,CH,0.01
2005-02-08,gaussian,EU,0.35883240448509823
2005-02-08,gaussian,JP,0.0632253568612033
2005-02-08,gaussian,UK,0.22899785816966112
2005-02-08,gaussian,US,0.3389443804840363
2005-02-08,linear,CH,0.0422616679943305
2005-02-08,linear,EU,0.34062782331671093
2005-02-08,linear,JP,0.06872850481170781
2005-02-08,linear,UK,0.2178519320431671
2005-02-08,linear,US,0.3305300718340825
2005-02-08,polynomial,CH,0.01
2005-02-08,polynomial,EU,0.3703478325411037
2005-02-08,polynomial,JP,0.0484238303430166
2005-02-08,polynomial,UK,0.18585221443052752
2005-02-08,polynomial,US,0.38537612268535204
2005-02-09,equal_weight,CH,0.04
2005-02-09,equal_weight,EU,0.36
2005-02-09,equal_weight,JP,0.08
2005-02-09,equal_weight,UK,0.2
2005-02-09,equal_weight,US,0.32
2005-02-09,gaussian,CH,0.0344715750209374
2005-02-09,gaussian,EU,0.3203906259089166
2005-02-09,gaussian,JP,0.069386824643819
2005-02-09,gaussian,UK,0.18679797044684102
2005-02-09,gaussian,US,0.3889530039794846
2005-02-09,linear,CH,0.0343640568644539
2005-02-09,linear,EU,0.3425572653846085
2005-02-09,linear,JP,0.0662234631065289
2005-02-09,linear,UK,0.18795271348023312
2005-02-09,linear,US,0.3689025011641745
2005-02-09,polynomial,CH,0.0217707023710356
2005-02-09,polynomial,EU,0.2882109206926831
2005-02-09,polynomial,JP,0.0712007603147285
2005-02-09,polynomial,UK,0.1531454546429932
2005-02-09,polynomial,US,0.4656721619785591
2005-02-10,equal_weight,CH,0.04
2005-02-10,equal_weight,EU,0.36
2005-02-10,equal_weight,JP,0.08
2005-02-10,equal_weight,UK,0.2
2005-02-10,equal_weight,US,0.32
2005-02-10,gaussian,CH,0.0383476049400474
2005-02-10,gaussian,EU,0.3553264072089889
2005-02-10,gaussian,JP,0.0575804830399781
2005-02-10,gaussian,UK,0.1959375783022519
2005-02-10,gaussian,US,0.3528079265087327
2005-02-10,linear,CH,0.0402509425279228
